time,renyi_entropy
0,0
1.0,0.39622790322745516
2.0,0.31421074252469705
3.0,0.4942637034870492
4.0,0.5518278651756569
5.0,0.8142916839029263
6.0,0.9828618742963948
7.0,1.0290340560395608
8.0,1.0361542013726315
9.0,1.026473893079678
10.0,1.030665406273925
11.0,1.047888341286915
12.0,1.0720156845540607
13.0,1.051415811304114
14.0,1.0687177639414112
15.0,1.0611896660676587
16.0,1.0357812095437078
17.0,1.0254042702370858
18.0,1.0845848074581717
19.0,1.0813604195443014
20.0,1.1123888151017332
21.0,1.129583997794437
22.0,1.1331092792982742
23.0,1.1053240360199599
24.0,1.0973798495376128
25.0,1.0832884457209182
26.0,1.0990160212122904
27.0,1.083089123510022
28.0,1.1127949918347229
29.0,1.115138006768162
30.0,1.0993517251114322
31.0,1.1016206945720666
32.0,1.1156493947182693
33.0,1.1263707846807638
34.0,1.159049596958364
35.0,1.1590522779567358
36.0,1.1597576277569048
37.0,1.1663727740688583
38.0,1.1766969345851497
39.0,1.1802518658980459
40.0,1.1798038698975513
41.0,1.1716627863096432
42.0,1.1616155067120397
43.0,1.152319031314334
44.0,1.1340061169171685
45.0,1.1266990406151878
46.0,1.1206410588693656
47.0,1.1055935524225053
48.0,1.1034600539313093
49.0,1.1053759904609766
50.0,1.1123950255056259
51.0,1.1102194432989623
52.0,1.105221246228119
53.0,1.1029936902722572
54.0,1.0988375312134013
55.0,1.0974444105302097
56.0,1.1010205466415137
57.0,1.0972038153162507
58.0,1.0936738013207117
59.0,1.099797639347619
60.0,1.1091051845060145
61.0,1.1161345014737691
62.0,1.1192033712431106
63.0,1.1183037846513435
64.0,1.1233818037408618
65.0,1.125185553573778
66.0,1.117458769935198
67.0,1.1084863935075389
68.0,1.1060966320156322
69.0,1.102193088576599
70.0,1.1074174168813942
71.0,1.1107112423103642
72.0,1.1092328459364003
73.0,1.116445705653385
74.0,1.1211485438491073
75.0,1.1302186379941168
76.0,1.1369742857965186
77.0,1.1437644196076306
78.0,1.1472715107429559
79.0,1.1542145185473283
80.0,1.1576930477901999
81.0,1.1570965540229905
82.0,1.1595173487278736
83.0,1.1647832492089016
84.0,1.1698914048403122
85.0,1.1716172403865404
86.0,1.168247232860955
87.0,1.1624560759135176
88.0,1.1552695443749368
89.0,1.146624745720211
90.0,1.15163365493306
91.0,1.1581853002967695
92.0,1.1595737269923465
93.0,1.1564830451181694
94.0,1.161900666080556
95.0,1.161359170990888
96.0,1.1633235646398767
97.0,1.152774793072016
98.0,1.155729069096498
99.0,1.1518838480312399
100.0,1.1459490636157557
101.0,1.145610656846585
102.0,1.151612537435911
103.0,1.1483078829922686
104.0,1.1455308385495448
105.0,1.1383836013031228
106.0,1.1252925992699154
107.0,1.1137478032797654
108.0,1.1129331687590667
109.0,1.10283611679079
110.0,1.0905213060138257
111.0,1.0877182568022972
112.0,1.0777484094268779
113.0,1.074595301852953
114.0,1.0665424831087194
115.0,1.0577870795510504
116.0,1.0509998201152928
117.0,1.0522825086226073
118.0,1.0494376708360762
119.0,1.0524140639562878
120.0,1.0576903385939573
121.0,1.0545966180026558
122.0,1.046573235575148
123.0,1.0413942607645754
124.0,1.040811816767129
125.0,1.0380647449078166
126.0,1.039177613858378
127.0,1.0431101238569929
128.0,1.0520099507155996
129.0,1.0614533856103678
130.0,1.0708739000284067
131.0,1.0735094637446492
132.0,1.0719201257016835
133.0,1.0687267382845744
134.0,1.0717769842112839
135.0,1.0762414436272916
136.0,1.0769036680900939
137.0,1.0841644726431878
138.0,1.0812991120565796
139.0,1.0749923294819375
140.0,1.0663888339603673
141.0,1.0604542152242287
142.0,1.0553085408104694
143.0,1.0559159690295303
144.0,1.0527886995683122
145.0,1.0540375423316022
146.0,1.0474974388038085
147.0,1.048009549243706
148.0,1.049261706518853
149.0,1.0482884333297735
150.0,1.046693267267845
151.0,1.0421494405148808
152.0,1.0413479415446523
153.0,1.0400691410973961
154.0,1.0451170029324253
155.0,1.0442232834854714
156.0,1.0426277553132355
157.0,1.0423137172426633
158.0,1.0415887240867432
159.0,1.038893578389587
160.0,1.039916038125554
161.0,1.034506069430874
162.0,1.0315081268172621
163.0,1.0345898595794167
164.0,1.0279780558309668
165.0,1.024970476360003
166.0,1.0224620269015023
167.0,1.021804799797709
168.0,1.0272543042206244
169.0,1.029568784020769
170.0,1.0327250026639732
171.0,1.0284268370101737
172.0,1.0283902214847362
173.0,1.0217733179664787
174.0,1.0152510759003848
175.0,1.0126735282439108
176.0,1.00862507481179
177.0,1.008530162966474
178.0,1.0032383169120325
179.0,1.0009580122212676
180.0,0.9933931761206166
181.0,0.9866725988398487
182.0,0.9815954655778827
183.0,0.9750437573627155
184.0,0.9723721482417675
185.0,0.9681339887236765
186.0,0.9610589672630956
187.0,0.9582629203713476
188.0,0.9562982182260256
189.0,0.9591149365441578
190.0,0.9566045126306462
191.0,0.9581791736566794
192.0,0.9584781952938258
193.0,0.9575638684707646
194.0,0.9546702645280892
195.0,0.954025485143197
196.0,0.9549287152465405
197.0,0.9513267227721846
198.0,0.9527957082332039
199.0,0.9482933484207623
200.0,0.943402996014697
201.0,0.9370671811551132
202.0,0.9308151118951701
203.0,0.9246453701131566
204.0,0.9185565431836393
205.0,0.9125472275259191
206.0,0.906616031573446
207.0,0.9007615782441457
208.0,0.8949825069807295
209.0,0.8892774754206754
210.0,0.8836451607474766
211.0,0.8780842607677707
212.0,0.8725934947529418
213.0,0.8671716040785729
214.0,0.8618173526906431
215.0,0.8565295274234741
216.0,0.8513069381910668
217.0,0.8461484180705748
218.0,0.8410528232941323
219.0,0.8360190331630892
220.0,0.8310459498968112
221.0,0.826132498426569
222.0,0.8212776261436268
223.0,0.8164803026094037
224.0,0.8117395192345174
225.0,0.8070542889325947
226.0,0.8024236457539248
227.0,0.7978466445033309
228.0,0.7933223603460329
229.0,0.7888498884047432
230.0,0.7844283433507735
231.0,0.7800568589915421
232.0,0.7757345878565134
233.0,0.7714607007833041
234.0,0.7672343865054311
235.0,0.7630548512429417
236.0,0.7589213182969724
237.0,0.7548330276491144
238.0,0.7507892355663012
239.0,0.7467892142118253
240.0,0.7428322512629542
241.0,0.7389176495355416
242.0,0.735044726615928
243.0,0.7312128145003638
244.0,0.7274212592421176
245.0,0.7236694206063857
246.0,0.7199566717330657
247.0,0.716282398807423
248.0,0.712646000738641
249.0,0.7090468888462197
250.0,0.7054844865541641
251.0,0.7019582290928786
252.0,0.6984675632086716
253.0,0.6950119468807581
254.0,0.6915908490456362
255.0,0.6882037493287044
